date,developedcountries,developingcountries,africa,asiaoceania,america
01/01/2019,100,100,100,100,100
01/02/2019,99.3266796107686,100,99.7911843981909,100,100
01/03/2019,99.65482279764414,99.98011334992808,99.89954042917104,99.98764147077586,100
01/04/2019,99.80831983205168,100,99.93650223283964,100,100
01/05/2019,99.80831983205168,100,99.93650223283964,100,100
01/06/2019,99.80831983205168,100,99.93650223283964,100,100
01/07/2019,100.26246719160106,100,100.01521086321654,100,100
01/08/2019,100.0880996784934,100,99.98159971005605,100,100
01/09/2019,100.6964189103634,100,100.03626828659704,100,100
01/10/2019,100.78807290826556,100,100.1208865386827,100,100
01/11/2019,100.40286019259244,100,100.06146480664998,100,100
01/12/2019,100.40286019259244,100,100.06146480664998,100,100
01/13/2019,100.40286019259244,100,100.06146480664998,100,100
01/14/2019,100.31535612306917,100,100.04106155511722,100.00470781225346,100
01/15/2019,100.00914599291184,100,100.0083438037688,100,100
01/16/2019,99.67639752968256,100,99.84855616353695,100.00399893361772,100
01/17/2019,99.54595627980018,100,99.8617248532041,100,100
01/18/2019,99.43167610084338,100,99.71860366068478,100,100
01/19/2019,99.43167610084338,100,99.71860366068478,100,100
01/20/2019,99.43167610084338,100,99.71860366068478,100,100
01/21/2019,99.42263541927124,100,99.67520279397772,100,100
01/22/2019,99.3447277269888,100,99.85513185405048,100,100
01/23/2019,99.54142533653464,100,99.74264260278795,100,100
01/24/2019,99.3176580115578,100,99.48516935283884,100,100
01/25/2019,99.70707243403432,100,99.85808220162964,100.00107784172972,100
01/26/2019,99.70707243403432,100,99.85808220162964,100.00107784172972,100
01/27/2019,99.70707243403432,100,99.85808220162964,100.00107784172972,100
01/28/2019,100.03545004402667,100,100.03486659170348,100,100
01/29/2019,99.85617095109812,100,99.85556299976508,100,100
01/30/2019,99.9474429870664,100,99.9726590692928,100.01269324001888,100
01/31/2019,100.37636259323004,100,99.97428494312788,100.02790043114956,100
02/01/2019,100.31995779768116,100.16515276630882,100.16650420522744,100.055840976598,100.117202449292
02/02/2019,100.31995779768116,100.16515276630882,100.16650420522744,100.055840976598,100.117202449292
02/03/2019,100.31995779768116,100.16515276630882,100.16650420522744,100.055840976598,100.117202449292
02/04/2019,99.97371458611902,100,99.9736918214668,100.01405458066516,100
02/05/2019,99.812875105543,100,99.86415839953897,100,100
02/06/2019,99.536894805712,100,99.6598911086288,100.0341493000804,100
02/07/2019,99.34021508306932,100,99.5290381096933,100.00136126652237,100
02/08/2019,99.09489447987583,100,99.42284335017658,100.00704721634956,100
02/09/2019,99.09489447987583,100,99.42284335017658,100.00704721634956,100
02/10/2019,99.09489447987583,100,99.42284335017658,100.00704721634956,100
02/11/2019,98.64011546614948,99.9979206568876,99.24491964660582,100,100
02/12/2019,98.845197740113,100,99.3896176142698,100,100
02/13/2019,98.74032101496717,99.98922297661387,99.16549383382196,100,100
02/14/2019,98.63121814819826,99.9973474097456,99.1428398369145,100.01618884443076,100.18484288354898
02/15/2019,98.5312338086549,99.9979206568876,99.27650003463114,100.00704721634956,100
02/16/2019,98.5312338086549,99.9979206568876,99.27650003463114,100.00704721634956,100
02/17/2019,98.5312338086549,99.9979206568876,99.27650003463114,100.00704721634956,100
02/18/2019,98.9111384991124,100,99.16961159568754,100.00976982351816,100
02/19/2019,99.1521773626822,100,99.50779327317474,100,100
